name,description,region,imageUrl,brand,specs,category,upc,ean,ean8,id_producto,categoryPath,ingredients
Heineken Cerveza 473cc. Pack X6,"Es pura malta, elaborada a partir de un mosto cuyo extracto primitivo proviene exclusivamente de cebada malteada. Su sabor distintivo y único está dado por el uso exclusivo de la Levadura A. Especialmente desarrollada por un discípulo de Louis Pasteur, resguardada en Holanda, desde donde se distribuye para garantizar que el sabor característico de Heineken sea igual en todo el mundo.",Outside of North America,https://go-upc.s3.amazonaws.com/images/122672086.png,Heineken,[],Beer,,7793147009175.0,,7793147009175,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Fuente Transformador Native Instruments Traktor Kontrol D2,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166182298.webp,Heineken,[],Office Instruments,,7793147009182.0,,7793147009182,"['Office Supplies', 'Office Instruments']",
Heineken Cerveza Lata 473 Cc,"¿En la playa, en una fiesta o sobre la marcha? Estés donde estés, disfruta del refrescante sabor de una auténtica Heineken.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166485596.jpeg,Heineken,"[['Size', '473 Cm³'], ['Countries', 'Argentina'], ['Stores', 'Día']]",Beer,,7793147009199.0,,7793147009199,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Agua, Cebada Malteada, Extracto De Lúpulo'}"
Heineken Cerveza Rubia Botella 330ml 6 Un,Heineken six pack botella 330ml x 6 unidades. Heineken six pack botella 330ml x 6 unidades. Leer menos. Detalles del producto  Descripción Heineken six pack botella 330ml x 6 unidades. Heineken six pack botella 330ml x 6 unidades.,Outside of North America,https://go-upc.s3.amazonaws.com/images/199182838.jpeg,Heineken,[],Beer,,7793147009243.0,,7793147009243,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Cordoba Retornable,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/32575844.jpeg,,[],Labels & Tags,,7793147117023.0,,7793147117023,"['Office Supplies', 'General Office Supplies', 'Labels & Tags']",
Budweiser Cerveza Lata 473 Cc,"Conocida como ""the King of beer"", Budweiser sigue cumpliendo los mismo estándares y procesos desde 1876, cuando fue presentada por Adolphus Busch. Una Amber Lager gustosa de cuerpo medio, Budweiser es un ícono de los valores americanos, como lo son el optimismo y la celebración.",Outside of North America,https://go-upc.s3.amazonaws.com/images/37289776.png,Budweiser,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147118822.0,,7793147118822,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Budweiser Cerveza Lata Pack 473cc 6 Un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166719232.jpeg,Budweiser,[],Beer,,7793147118846.0,,7793147118846,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Schneider Cerveza (Lata),No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/213598148.jpeg,Schneider,[],,,7793147118853.0,,7793147118853,,
Schneider Cerveza Rubia Lata - 473 Cc,473.0 cc Cerveza Rubia Schneider 473 Cc - 473.0 cc.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166618695.jpeg,Schneider,"[['Size', '473ml'], ['Countries', 'Argentina']]",Beer,,7793147118860.0,,7793147118860,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Schneider Lata Pack 6x473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/161696781.jpeg,Schneider,[],Beer,,7793147118884.0,,7793147118884,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Pack X6 Un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114752346.jpeg,Miller,[],Beer,,7793147570057.0,,7793147570057,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Rubia 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59148965.jpeg,Miller,"[['Countries', 'Spain']]",Beer,,7793147570088.0,,7793147570088,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Lata 473cc Imperial 6 Un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/161696762.jpeg,,[],Beer,,7793147570149.0,,7793147570149,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Botella 330 Ml,Elegí a la Cerveza MILLER en Botella 330 ml como compañera perfecta para cualquier ocasión. Si lo querés es un sabor suave y fácil de disfrutar esta es la elección. Ideal para refrescar tus momentos cotidianos. Ahora podés brindar con estilo con esta cerveza y disfrutarla con amigos o familia.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40393402.jpeg,Miller,"[['Size', '330'], ['Countries', 'Spain']]",Beer,,7793147570231.0,,7793147570231,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Botella 600 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59155519.jpeg,Miller,[],Beer,,7793147570262.0,,7793147570262,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Santa Fe Cerveza Rubia 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/207412676.jpeg,Santa Fe,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147570286.0,,7793147570286,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Ipa 1lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/222601503.jpeg,Imperial,[],Beer,,7793147570330.0,,7793147570330,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cerveza Rubia 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/274619107.jpeg,Salta,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147570347.0,,7793147570347,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Schneider Cerveza Rubia Lata 710 Ml,710.0 ml Cerveza Rubia Schneider 710 Cc - 710.0 ml.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40393388.jpeg,Schneider,"[['Countries', 'Spain']]",Beer,,7793147570606.0,,7793147570606,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Water, Malt, Cereals, Lupulo, Ccu, Com, Ar Recycle 0800 888 2427 Atencionalconsumidor@ccu, Com, Ar Www, Cervezaschneider, Com, Ar Recyclable Packaging Drink In Moderation, Prohibited From Sale To Children Under 18 Years'}"
Blue Moon Cerveza Belgian White Botella 355ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40396946.jpeg,Blue Moon,[],Beer,,7793147570637.0,,7793147570637,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Ipa Lata 473 Cc,"Imperial Ipa India Pale Ale, única de calidad premium.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166449201.jpeg,Imperial,"[['Size', '473 Cm3'], ['Countries', 'Argentina']]",Beer,,7793147570743.0,,7793147570743,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Agua, Malta, Lúpulo Y Levadura.'}"
Imperial Cerveza Amber Lager X 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40395743.jpeg,Imperial,[],Beer,,7793147570774.0,,7793147570774,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Isenbeck 1l. Retornable,No description found.,Outside of North America,,,[],,,7793147570828.0,,7793147570828,,
Grolsch Cerveza Ret 1Lt,"Descubrí la Cerveza Grolsch Pilsner 925cc Elegí la Cerveza Grolsch Pilsner 925cc y disfrutá de una experiencia refrescante y de calidad superior. Perfecta para esos momentos de relax o celebración con amigos. Porque elegir Cerveza Grolsch Pilsner 925cc Sabor suave y balanceado, ideal para cualquier ocasión. Aroma fresco y ligero que realza su calidad. Presentación generosa de 925cc, perfecta para compartir. Con el característico sello Grolsch, siempre vas a tener un producto premium. Hacé de cada brindis un momento especial. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166662353.jpeg,Grolsch,[],Beer,,7793147570842.0,,7793147570842,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Grolsch Cerveza Lata 473 Cc,Grolsch es una cerveza de origen holandes tipo Pilsener con 400 años de historia y vendida en más de 50 países.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122677787.png,Grolsch,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147570866.0,,7793147570866,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Lata Rubia X 473 Ml. Grolsch 6 Un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/161697365.jpeg,,[],Beer,,7793147570873.0,,7793147570873,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Warsteiner Cerveza Lata 473 Cc,"Descubrí la calidad Alemana en cada sorbo con la Cerveza WARSTEINER en su presentación de 473 ml. Esta cerveza premium, fabricada en Argentina está elaborada siguiendo las tradiciones cerveceras alemanas, ofreciendo un sabor equilibrado y refrescante. Con un cuerpo ligero y notas malteadas sutiles, es la elección perfecta para quienes buscan una experiencia cervecera auténtica. Ideal para cualquier ocasión, desde una reunión con amigos hasta un momento de relajación personal, esta cerveza garantiza calidad y satisfacción. Disfrutá de su pureza y sabor distintivo, y haz de cada brindis una celebración memorable.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166653099.jpeg,Warsteiner,[],Beer,,7793147570927.0,,7793147570927,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Latas Rubia X 473 Ml. Warsteiner 6 Un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/161697501.jpeg,,[],Beer,,7793147570934.0,,7793147570934,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Warsteiner Cerveza Rubia Retornable 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166662026.jpeg,Warsteiner,[],Beer,,7793147570989.0,,7793147570989,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Schneider roja Cerveza Lata 473 Cc X 6 Un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/161697291.jpeg,Schneider roja,[],Beer,,7793147571108.0,,7793147571108,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Apa Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/244622999.jpeg,Imperial,"[['Countries', 'Spain']]",Beer,,7793147571160.0,,7793147571160,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Apa 1l,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/206895612.jpeg,Imperial,[],Beer,,7793147571177.0,,7793147571177,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Rubia Amber Lager 6 U. X 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114663490.jpeg,Imperial,[],Beer,,7793147571191.0,,7793147571191,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Rubia Ipa 6 U. X 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114663520.jpeg,Imperial,[],Beer,,7793147571207.0,,7793147571207,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Pack X6 Cerveza APA Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/33928408.png,Imperial,[],Beer,,7793147571238.0,,7793147571238,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza Rubia 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/222282914.jpeg,Heineken,"[['Countries', 'Spain']]",Beer,,7793147571283.0,,7793147571283,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cerv. Negra X 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117136263.jpeg,Salta,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147571344.0,,7793147571344,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Lata 710 Cc,"Miller Genuine Draft es una cerveza Premium americana. Tiene un exclusivo proceso de elaboración de 4 veces filtrada, que le da un sabor excepcionalmente suave y refrescante.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166675014.jpeg,Miller,[],Beer,,7793147571382.0,,7793147571382,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Lager Lata 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166660337.jpeg,Imperial,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,7793147571412.0,,7793147571412,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Golden 1Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/206896499.jpeg,Imperial,[],Beer,,7793147571672.0,,7793147571672,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Golden Lata 473 Cc,473.0 cc Cerveza Golden Imperial 473 Cc - 473.0 cc.,Outside of North America,https://go-upc.s3.amazonaws.com/images/37289626.png,Imperial,[],Beer,,7793147571689.0,,7793147571689,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Golden 473cc Six Pack,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117044944.jpeg,Imperial,[],Beer,,7793147571726.0,,7793147571726,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Warsteiner Pack X6 Cerveza Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117107747.jpeg,Warsteiner,[],Beer,,7793147571795.0,,7793147571795,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Grolsch Cerveza Rubia Lata – 473 Cc – $ 160.00,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117107789.jpeg,Grolsch,[],Beer,,7793147571818.0,,7793147571818,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Schneider Cerveza 473cc. Pack X6,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122676645.png,Schneider,[],Beer,,7793147571856.0,,7793147571856,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Pack X6 Cerveza Lager 473 Ml,"Es pura malta, elaborada a partir de un mosto cuyo extracto primitivo proviene exclusivamente de cebada malteada. Su sabor distintivo y único está dado por el uso exclusivo de la Levadura A. Especialmente desarrollada por un discípulo de Louis Pasteur, resguardada en Holanda, desde donde se distribuye para garantizar que el sabor característico de Heineken sea igual en todo el mundo.",Outside of North America,https://go-upc.s3.amazonaws.com/images/33928415.png,Heineken,[],Beer,,7793147571863.0,,7793147571863,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Pack Lager,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122850698.jpeg,Imperial,[],,,7793147571870.0,,7793147571870,,
Miller Combo X6 Cerveza Lager 473 Ml,"Miller Genuine Draft , es una de las mejores cervezas Lager del Mundo.",Outside of North America,https://go-upc.s3.amazonaws.com/images/122674110.png,Miller,[],Beer,,7793147571887.0,,7793147571887,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Amstel Cerveza Lager Botella 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166651028.jpeg,Amstel,[],Beer,,7793147572037.0,,7793147572037,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Amstel Cerveza Lager Lata 473cc,Cerveza lager de origen Holandesa. De color dorado pálido y cuerpo ligero. Con aroma sutil y un suave amargor que la hace una cerveza balanceada y de buena tomabilidad.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122677794.jpeg,Amstel,"[['Size', '473cm'], ['Countries', 'Spain']]",Beer,,7793147572044.0,,7793147572044,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
6u Amstel Lager 473c 6u,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/128648820.png,,[],,,7793147572051.0,,7793147572051,,
Cerveza Santa Fe Pilsen X473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/37292095.jpg,,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147572075.0,,7793147572075,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Santa Fe Pilsen 473cc Pack X 6,No description found.,Outside of North America,,,[],Ice Packs,,7793147572099.0,,7793147572099,"['Health & Beauty', 'Health Care', 'First Aid', 'Hot & Cold Therapies', 'Ice Packs']",
Norte Cerveza Blanca Retornable 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117317905.jpeg,Norte,[],Beer,,7793147572204.0,,7793147572204,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Iguana Cerveza 1l. Retornable,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/222599271.jpeg,Iguana,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7793147572211.0,,7793147572211,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Grolsch Pack Cerveza X473ml X6uni,Grolsch es una cerveza de origen holandes tipo Pilsener con 400 años de historia y vendida en más de 50 países.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122674104.png,Grolsch,[],Beer,,7793147572242.0,,7793147572242,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Pack X6 Cerveza Amber Lager Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122672370.jpeg,Imperial,[],Ice Packs,,7793147572259.0,,7793147572259,"['Health & Beauty', 'Health Care', 'First Aid', 'Hot & Cold Therapies', 'Ice Packs']",
Imperial Pack Stout X 6,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122851056.jpeg,Imperial,[],Beer,,7793147572266.0,,7793147572266,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Ipa Pack X6u 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122672356.jpeg,Imperial,[],Beer,,7793147572273.0,,7793147572273,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Apa 473cc Six Pack,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/206894460.jpeg,Imperial,[],Beer,,7793147572280.0,,7793147572280,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Pack X6 Cerveza Golden Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122672378.jpeg,Imperial,[],Beer,,7793147572297.0,,7793147572297,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Warsteiner Cerveza 6 X 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/213647944.jpeg,Warsteiner,[],Beer,,7793147572303.0,,7793147572303,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
SOL Cerveza Rubia 473cc Sixpack,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166686208.jpeg,SOL,[],Beer,,7793147572310.0,,7793147572310,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cerveza Cautiva Rubia 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125321730.jpeg,Salta,"[['Countries', 'Spain']]",Beer,,7793147572327.0,,7793147572327,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cautiva Cerveza Rubia 1l. Retornable,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166501857.jpeg,Salta Cautiva,[],Beer,,7793147572334.0,,7793147572334,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cerveza Cautiva Rubia 473cc 6un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166714409.jpeg,Salta,[],Beer,,7793147572341.0,,7793147572341,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cautiva Cerveza Roja 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166679619.jpeg,Salta Cautiva,[],Beer,,7793147572389.0,,7793147572389,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cautiva Cerveza Bot Roja 1 Ltr,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220433554.webp,Salta Cautiva,[],Beer,,7793147572396.0,,7793147572396,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Amstel Pack X6 Cerveza Lager 473 Cc,Cerveza lager de origen Holandesa. De color dorado pálido y cuerpo ligero. Con aroma sutil y un suave amargor que la hace una cerveza balanceada y de buena tomabilidad.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122674122.png,Amstel,[],Laundry Combo Units,,7793147572402.0,,7793147572402,"['Home & Garden', 'Household Appliances', 'Laundry Appliances', 'Laundry Combo Units']",
Blue Moon Cerveza Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59206975.jpeg,Blue Moon,[],Beer,,7793147572433.0,,7793147572433,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cerveza Cautiva Blend 1lt Ret,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117366160.jpeg,Salta,[],Beer,,7793147572587.0,,7793147572587,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Golden 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166717214.jpeg,Imperial,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,7793147572624.0,,7793147572624,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Norte Cerveza Blanca En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117547853.jpeg,Norte,[],Beer,,7793147572655.0,,7793147572655,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Roja Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166685945.jpeg,Imperial,"[['Countries', 'Spain']]",Beer,,7793147572723.0,,7793147572723,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Roja Botella Retornable 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220433486.jpeg,Imperial,[],Beer,,7793147572747.0,,7793147572747,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Pack Roja X 6,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122676634.png,Imperial,[],Beer,,7793147572754.0,,7793147572754,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza Sin Alcohol En Lata 335 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125337027.jpeg,Heineken,"[['Countries', 'Spain']]",Beer,,7793147572808.0,,7793147572808,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Sin Alcohol Roja 355ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166597709.jpeg,Imperial,"[['Size', '410'], ['Countries', 'Spain']]",Beer,,7793147572815.0,,7793147572815,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Sin Alcohol Golden En Lata 355 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/273278844.jpeg,Imperial,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7793147572822.0,,7793147572822,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Grolsch Cerveza Roja Ale En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/82110184.png,Grolsch,"[['Countries', 'Argentina']]",Beer,,7793147572839.0,,7793147572839,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Grolsch Cerveza Ipa 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166728436.jpeg,Grolsch,"[['Countries', 'Spain']]",Beer,,7793147572846.0,,7793147572846,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Amstel Cerveza Lager 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125353436.jpeg,Amstel,[],Beer,,7793147572853.0,,7793147572853,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bieckert Cerveza Bapa Pale Ale 473 Cc,"Descubrí la Cerveza Bieckert Bapa 473cc Elegí la Cerveza Bieckert Bapa 473cc para disfrutar de momentos inolvidables. Con su carácter único, cada trago es una explosión de sabor que complementa tus mejores celebraciones. Porque elegir Cerveza Bieckert Bapa 473cc Un balance perfecto entre amargor y dulzura. Ideal para compartir con amigos en cualquier ocasión. Formato generoso de 473cc, perfecto para disfrutar a lo grande. Elaborada con ingredientes de primera calidad para un sabor inigualable. Sumá un toque especial a tu próxima reunión y hacé de cada brindis un momento memorable. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166474875.jpeg,Bieckert,[],Beer,,7793147572907.0,,7793147572907,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bieckert Cerveza Urbana Pilsen 473 Cc,"Descubrí la Cerveza Bieckert Urbana 473cc Elegí la Cerveza Bieckert Urbana 473cc para hacer de cada encuentro un momento especial. Su sabor único y refrescante te va a acompañar en todas tus celebraciones. Porque elegir Cerveza Bieckert Urbana 473cc Perfecta para compartir en reuniones y asados. Suave y equilibrada, ideal para todos los paladares. Formato de 473cc, ¡ideal para disfrutar a lo grande! Elaborada con ingredientes de alta calidad para un sabor excepcional. Transformá tus momentos cotidianos en experiencias memorables. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166474873.jpeg,Bieckert,[],Beer,,7793147572914.0,,7793147572914,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
